,online_order,book_table,rate,votes,location,rest_type,cost_two,type,city,Beverages,Biryani,Cafe,Chinese,Continental,Desserts,Fast Food,Italian,North Indian,South Indian
16757,Yes,No,4,457,Koramangala 1st Block,Casual Dining,550,Delivery,HSR,0,0,0,0,0,0,0,0,1,0
16758,Yes,No,4,36,Sarjapur Road,Delivery,400,Delivery,HSR,0,0,0,0,0,0,0,0,1,0
16760,Yes,No,4,368,HSR,Casual Dining,550,Delivery,HSR,0,1,0,1,0,0,0,0,1,0
16761,Yes,No,4,694,Bellandur,Casual Dining,600,Delivery,HSR,0,1,0,1,0,0,0,0,1,1
16765,Yes,No,3,484,HSR,Casual Dining,400,Delivery,HSR,0,0,0,1,0,0,1,0,1,1
16766,Yes,Yes,5,1170,Koramangala 4th Block,Pub,1300,Delivery,HSR,0,0,0,1,0,0,0,1,0,0
16767,Yes,No,4,234,HSR,Quick Bites,400,Delivery,HSR,0,0,0,1,0,0,0,0,1,1
16770,Yes,No,5,196,HSR,Casual Dining,1200,Delivery,HSR,0,0,0,0,0,0,0,0,0,0
16771,Yes,No,4,130,Koramangala 1st Block,Casual Dining,1200,Delivery,HSR,0,0,0,0,1,0,0,0,0,0
16771,Yes,No,4,130,Koramangala 1st Block, Bar,1200,Delivery,HSR,0,0,0,0,1,0,0,0,0,0
16772,Yes,No,4,76,Koramangala 1st Block,Quick Bites,300,Delivery,HSR,0,0,0,0,0,0,0,0,0,0
16774,Yes,No,5,78,HSR,Casual Dining,400,Delivery,HSR,0,1,0,0,0,0,1,0,0,0
16779,Yes,No,4,54,HSR,Quick Bites,250,Delivery,HSR,1,0,0,0,0,0,1,0,0,0
16779,Yes,No,4,54,HSR, Beverage Shop,250,Delivery,HSR,1,0,0,0,0,0,1,0,0,0
16780,Yes,Yes,5,1847,Koramangala 1st Block,Cafe,600,Delivery,HSR,0,0,1,0,0,0,0,1,0,0
16781,Yes,No,4,46,HSR,Quick Bites,300,Delivery,HSR,1,0,0,0,1,1,0,0,0,0
16781,Yes,No,4,46,HSR, Dessert Parlor,300,Delivery,HSR,1,0,0,0,1,1,0,0,0,0
16783,Yes,No,5,888,Koramangala 3rd Block,Cafe,800,Delivery,HSR,0,0,1,0,1,0,0,1,0,0
16784,Yes,No,4,716,HSR,Casual Dining,1000,Delivery,HSR,0,0,0,1,1,0,0,1,0,0
16785,Yes,No,4,136,Sarjapur Road,Cafe,500,Delivery,HSR,0,0,1,0,0,0,0,0,0,0
16786,No,No,5,1383,HSR,Casual Dining,1100,Delivery,HSR,0,0,0,0,1,0,0,0,1,0
16786,No,No,5,1383,HSR, Bar,1100,Delivery,HSR,0,0,0,0,1,0,0,0,1,0
16788,Yes,No,4,192,HSR,Quick Bites,250,Delivery,HSR,0,0,0,0,0,0,0,0,1,0
16789,Yes,Yes,5,733,HSR,Cafe,1200,Delivery,HSR,1,0,1,0,1,0,0,1,0,0
16790,Yes,No,4,150,HSR,Dessert Parlor,300,Delivery,HSR,1,0,0,0,0,1,0,0,0,0
16791,Yes,Yes,5,247,Koramangala 4th Block,Casual Dining,1300,Delivery,HSR,0,0,0,0,0,0,0,1,0,0
16792,Yes,No,4,205,HSR,Cafe,600,Delivery,HSR,0,0,1,0,0,1,1,0,0,0
16792,Yes,No,4,205,HSR, Bakery,600,Delivery,HSR,0,0,1,0,0,1,1,0,0,0
16793,Yes,Yes,5,190,Koramangala 3rd Block,Cafe,1000,Delivery,HSR,0,0,1,0,0,0,0,0,0,0
16794,Yes,No,4,197,HSR,Quick Bites,400,Delivery,HSR,0,0,0,0,0,0,1,0,0,1
16797,Yes,No,5,1099,HSR,Quick Bites,450,Delivery,HSR,0,0,0,0,0,1,1,0,0,0
16799,Yes,Yes,5,1004,Bellandur,Casual Dining,1200,Delivery,HSR,1,0,0,0,1,0,0,0,1,0
16800,Yes,No,4,70,HSR,Sweet Shop,200,Delivery,HSR,0,0,0,0,0,0,0,0,0,0
16802,Yes,No,4,310,HSR,Casual Dining,600,Delivery,HSR,0,0,0,0,0,0,0,0,0,0
16803,Yes,No,4,170,HSR,Delivery,400,Delivery,HSR,0,0,0,0,0,0,0,0,1,0
16804,Yes,No,5,1101,HSR,Cafe,700,Delivery,HSR,0,0,1,0,1,0,0,0,0,0
16805,Yes,No,4,136,HSR,Casual Dining,750,Delivery,HSR,0,0,0,0,1,0,0,0,0,0
16806,Yes,Yes,5,1324,HSR,Casual Dining,800,Delivery,HSR,0,0,0,1,1,0,0,0,1,0
16807,Yes,No,5,258,Sarjapur Road,Casual Dining,700,Delivery,HSR,0,0,0,0,0,0,0,0,1,0
16808,Yes,Yes,4,157,Bellandur,Casual Dining,600,Delivery,HSR,0,0,0,1,0,0,0,0,0,0
16809,Yes,No,5,60,Koramangala 2nd Block,Cafe,600,Delivery,HSR,1,0,1,0,0,0,0,0,0,0
16810,Yes,No,5,1288,HSR,Quick Bites,400,Delivery,HSR,0,0,0,0,0,0,0,0,1,0
16811,Yes,No,4,829,HSR,Casual Dining,850,Delivery,HSR,0,0,0,0,0,0,0,0,0,0
16813,Yes,No,5,219,Koramangala 1st Block,Quick Bites,300,Delivery,HSR,0,0,0,0,0,0,0,0,0,0
16815,Yes,No,5,792,HSR,Cafe,700,Delivery,HSR,0,0,1,0,0,0,0,0,0,0
16816,Yes,Yes,5,1799,Koramangala 4th Block,Casual Dining,1000,Delivery,HSR,0,0,0,0,0,0,0,0,0,0
16818,Yes,No,5,163,HSR,Dessert Parlor,400,Delivery,HSR,0,0,0,0,0,1,0,0,0,0
16819,Yes,No,5,372,HSR,Casual Dining,700,Delivery,HSR,0,0,0,0,0,0,0,1,0,1
16822,Yes,No,4,94,HSR,Quick Bites,400,Delivery,HSR,0,1,0,0,0,0,0,0,1,0
16823,Yes,No,4,337,HSR,Quick Bites,500,Delivery,HSR,0,0,0,1,0,0,0,0,1,0
16824,Yes,Yes,4,535,HSR,Casual Dining,600,Delivery,HSR,0,0,0,0,0,0,0,0,1,0
16825,Yes,No,4,603,HSR,Casual Dining,800,Delivery,HSR,1,0,0,0,0,0,0,0,0,0
16826,Yes,No,4,74,Bellandur,Cafe,600,Delivery,HSR,0,0,1,0,0,1,0,0,0,0
16826,Yes,No,4,74,Bellandur, Dessert Parlor,600,Delivery,HSR,0,0,1,0,0,1,0,0,0,0
16827,Yes,No,4,236,Bellandur,Casual Dining,950,Delivery,HSR,0,0,0,0,0,0,0,0,1,0
16828,Yes,Yes,4,942,Sarjapur Road,Pub,1300,Delivery,HSR,0,0,0,1,1,0,0,0,1,0
16829,Yes,Yes,4,803,HSR,Cafe,700,Delivery,HSR,0,0,1,0,1,0,0,1,0,0
16830,Yes,Yes,5,1878,Koramangala 1st Block,Casual Dining,1200,Delivery,HSR,0,0,0,1,1,0,0,0,1,1
16830,Yes,Yes,5,1878,Koramangala 1st Block, Bar,1200,Delivery,HSR,0,0,0,1,1,0,0,0,1,1
16831,Yes,No,5,236,Sarjapur Road,Quick Bites,150,Delivery,HSR,1,0,0,0,0,0,1,0,0,0
16832,Yes,No,4,46,Sarjapur Road,Casual Dining,600,Delivery,HSR,0,0,0,0,0,0,0,0,0,1
16833,Yes,No,3,438,HSR,Casual Dining,1000,Delivery,HSR,0,0,0,1,0,0,0,0,0,0
16834,Yes,Yes,4,281,Koramangala 4th Block,Casual Dining,1500,Delivery,HSR,0,0,0,0,1,0,0,0,1,0
16834,Yes,Yes,4,281,Koramangala 4th Block, Bar,1500,Delivery,HSR,0,0,0,0,1,0,0,0,1,0
16835,Yes,Yes,5,1884,HSR,Lounge,1500,Delivery,HSR,0,0,0,0,1,0,0,0,1,0
16835,Yes,Yes,5,1884,HSR, Casual Dining,1500,Delivery,HSR,0,0,0,0,1,0,0,0,1,0
16838,Yes,Yes,4,150,Koramangala 2nd Block,Casual Dining,1100,Delivery,HSR,0,0,0,1,1,0,0,1,1,0
16843,No,No,4,196,Koramangala 1st Block,Delivery,500,Delivery,HSR,0,0,0,1,0,0,1,0,1,0
16849,Yes,Yes,5,860,HSR,Cafe,800,Desserts,HSR,1,0,1,0,1,1,0,1,0,0
16849,Yes,Yes,5,860,HSR, Casual Dining,800,Desserts,HSR,1,0,1,0,1,1,0,1,0,0
16850,Yes,Yes,5,3764,HSR,Casual Dining,600,Desserts,HSR,0,0,1,0,0,0,0,1,0,0
16850,Yes,Yes,5,3764,HSR, Cafe,600,Desserts,HSR,0,0,1,0,0,0,0,1,0,0
16851,Yes,No,5,229,HSR,Bakery,500,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16852,Yes,Yes,4,82,HSR,Cafe,500,Desserts,HSR,0,0,1,0,1,1,0,0,0,0
16852,Yes,Yes,4,82,HSR, Dessert Parlor,500,Desserts,HSR,0,0,1,0,1,1,0,0,0,0
16853,No,No,5,790,HSR,Dessert Parlor,400,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16855,Yes,No,5,141,HSR,Cafe,800,Desserts,HSR,0,0,1,0,1,0,0,0,0,0
16856,Yes,No,5,144,HSR,Dessert Parlor,400,Desserts,HSR,1,0,0,0,0,1,0,0,0,0
16857,Yes,Yes,5,720,HSR,Cafe,950,Desserts,HSR,1,0,1,0,1,0,0,1,0,0
16858,No,No,5,194,HSR,Dessert Parlor,200,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16859,Yes,No,5,130,HSR,Dessert Parlor,350,Desserts,HSR,1,0,0,0,0,1,0,0,0,0
16860,Yes,No,4,151,HSR,Sweet Shop,400,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16860,Yes,No,4,151,HSR, Quick Bites,400,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16861,Yes,No,4,221,HSR,Dessert Parlor,400,Desserts,HSR,1,0,0,0,0,1,0,0,0,0
16862,Yes,No,4,46,HSR,Quick Bites,300,Desserts,HSR,1,0,0,0,1,1,0,0,0,0
16862,Yes,No,4,46,HSR, Dessert Parlor,300,Desserts,HSR,1,0,0,0,1,1,0,0,0,0
16863,Yes,No,4,158,HSR,Bakery,300,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16864,Yes,No,4,46,HSR,Dessert Parlor,400,Desserts,HSR,1,0,0,0,0,1,0,0,0,0
16866,Yes,No,4,139,HSR,Dessert Parlor,500,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16867,Yes,No,4,205,HSR,Cafe,600,Desserts,HSR,0,0,1,0,0,1,1,0,0,0
16867,Yes,No,4,205,HSR, Bakery,600,Desserts,HSR,0,0,1,0,0,1,1,0,0,0
16868,No,No,4,331,HSR,Quick Bites,400,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16868,No,No,4,331,HSR, Sweet Shop,400,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16869,Yes,No,4,44,HSR,Cafe,300,Desserts,HSR,0,0,1,0,0,1,1,0,0,0
16870,Yes,No,5,163,HSR,Dessert Parlor,400,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16871,Yes,No,4,102,HSR,Dessert Parlor,450,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16872,No,No,5,116,HSR,Quick Bites,200,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16875,No,No,4,53,HSR,Bakery,100,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16876,No,No,5,106,HSR,Dessert Parlor,300,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16877,Yes,No,4,204,HSR,Bakery,600,Desserts,HSR,0,0,1,0,1,1,0,1,0,0
16877,Yes,No,4,204,HSR, Cafe,600,Desserts,HSR,0,0,1,0,1,1,0,1,0,0
16878,Yes,No,4,93,HSR,Bakery,350,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16879,Yes,No,5,324,HSR,Dessert Parlor,180,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16880,Yes,No,5,1022,HSR,Dessert Parlor,500,Desserts,HSR,1,0,0,0,0,1,0,0,0,0
16885,Yes,No,4,75,HSR,Dessert Parlor,500,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16887,Yes,No,4,154,HSR,Bakery,400,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16892,No,No,3,56,HSR,Delivery,500,Desserts,HSR,0,1,0,1,0,1,0,1,1,0
16893,No,No,4,56,HSR,Cafe,350,Desserts,HSR,1,0,1,0,0,1,1,0,0,0
16896,Yes,No,4,153,HSR,Bakery,500,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16897,Yes,No,4,92,HSR,Dessert Parlor,100,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16899,No,No,4,51,HSR,Takeaway,150,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16899,No,No,4,51,HSR, Delivery,150,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16900,Yes,No,4,175,HSR,Takeaway,400,Desserts,HSR,0,1,0,1,0,0,1,0,1,0
16900,Yes,No,4,175,HSR, Delivery,400,Desserts,HSR,0,1,0,1,0,0,1,0,1,0
16901,Yes,No,5,398,HSR,Dessert Parlor,450,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16905,Yes,No,4,34,HSR,Quick Bites,350,Desserts,HSR,0,0,0,0,0,1,1,1,1,0
16905,Yes,No,4,34,HSR, Bakery,350,Desserts,HSR,0,0,0,0,0,1,1,1,1,0
16907,No,No,4,104,HSR,Dessert Parlor,300,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16908,No,No,4,63,HSR,Cafe,1000,Desserts,HSR,0,0,1,0,0,0,0,1,0,0
16912,Yes,No,4,48,HSR,Delivery,500,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16915,No,No,4,31,HSR,Quick Bites,150,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16941,Yes,No,4,230,HSR,Dessert Parlor,500,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16942,Yes,No,4,150,HSR,Dessert Parlor,300,Desserts,HSR,1,0,0,0,0,1,0,0,0,0
16943,Yes,No,4,90,HSR,Bakery,400,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16947,Yes,Yes,5,1847,Koramangala 1st Block,Cafe,600,Desserts,HSR,0,0,1,0,0,0,0,1,0,0
16948,Yes,No,5,314,Koramangala 1st Block,Takeaway,650,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16948,Yes,No,5,314,Koramangala 1st Block, Delivery,650,Desserts,HSR,0,0,0,0,0,0,0,0,0,0
16949,Yes,No,5,634,Bellandur,Delivery,500,Desserts,HSR,0,1,0,0,1,1,0,0,1,0
16950,Yes,No,4,75,Koramangala 1st Block,Bakery,500,Desserts,HSR,0,0,0,0,0,1,0,0,0,0
16951,No,Yes,3,74,Bommanahalli,Casual Dining,1200,Desserts,HSR,0,0,0,0,1,0,1,0,1,1
16964,Yes,Yes,4,82,HSR,Cafe,500,Dine-out,HSR,0,0,1,0,1,1,0,0,0,0
16964,Yes,Yes,4,82,HSR, Dessert Parlor,500,Dine-out,HSR,0,0,1,0,1,1,0,0,0,0
16965,No,No,5,116,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
16965,No,No,5,116,HSR, Cafe,800,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
16967,No,Yes,5,6745,HSR,Casual Dining,1000,Dine-out,HSR,0,0,0,0,1,0,0,1,1,0
16967,No,Yes,5,6745,HSR, Bar,1000,Dine-out,HSR,0,0,0,0,1,0,0,1,1,0
16968,Yes,No,5,792,HSR,Cafe,700,Dine-out,HSR,0,0,1,0,0,0,0,0,0,0
16969,Yes,Yes,5,1884,HSR,Lounge,1500,Dine-out,HSR,0,0,0,0,1,0,0,0,1,0
16969,Yes,Yes,5,1884,HSR, Casual Dining,1500,Dine-out,HSR,0,0,0,0,1,0,0,0,1,0
16970,Yes,Yes,5,797,HSR,Bar,1500,Dine-out,HSR,0,0,0,0,1,0,0,0,0,0
16970,Yes,Yes,5,797,HSR, Casual Dining,1500,Dine-out,HSR,0,0,0,0,1,0,0,0,0,0
16971,No,Yes,5,3573,HSR,Bar,1000,Dine-out,HSR,0,0,0,0,1,0,0,0,1,0
16972,Yes,Yes,5,1149,HSR,Casual Dining,1800,Dine-out,HSR,0,0,0,0,0,0,0,1,1,0
16973,Yes,Yes,5,3764,HSR,Casual Dining,600,Dine-out,HSR,0,0,1,0,0,0,0,1,0,0
16973,Yes,Yes,5,3764,HSR, Cafe,600,Dine-out,HSR,0,0,1,0,0,0,0,1,0,0
16974,No,Yes,5,766,HSR,Lounge,1200,Dine-out,HSR,0,0,0,1,1,0,0,0,1,0
16975,No,Yes,5,634,HSR,Bar,850,Dine-out,HSR,0,0,0,1,1,0,0,0,0,0
16975,No,Yes,5,634,HSR, Pub,850,Dine-out,HSR,0,0,0,1,1,0,0,0,0,0
16976,No,Yes,5,331,HSR,Bar,1400,Dine-out,HSR,1,0,0,0,1,0,1,0,1,0
16976,No,Yes,5,331,HSR, Casual Dining,1400,Dine-out,HSR,1,0,0,0,1,0,1,0,1,0
16977,Yes,No,5,196,HSR,Casual Dining,1200,Dine-out,HSR,0,0,0,0,0,0,0,0,0,0
16978,Yes,No,5,790,HSR,Casual Dining,1000,Dine-out,HSR,0,0,0,1,0,0,0,0,0,0
16979,Yes,No,5,583,HSR,Casual Dining,550,Dine-out,HSR,0,0,0,0,1,0,0,0,1,0
16980,No,No,5,1582,HSR,Cafe,750,Dine-out,HSR,1,0,1,0,0,0,0,0,0,0
16981,No,No,5,1383,HSR,Casual Dining,1100,Dine-out,HSR,0,0,0,0,1,0,0,0,1,0
16981,No,No,5,1383,HSR, Bar,1100,Dine-out,HSR,0,0,0,0,1,0,0,0,1,0
16982,Yes,Yes,5,1324,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,1,1,0,0,0,1,0
16983,Yes,No,5,2069,HSR,Casual Dining,1200,Dine-out,HSR,0,0,0,0,1,0,0,0,0,0
16984,Yes,No,5,1101,HSR,Cafe,700,Dine-out,HSR,0,0,1,0,1,0,0,0,0,0
16985,No,Yes,5,1372,HSR,Bar,900,Dine-out,HSR,0,0,0,1,1,0,0,0,1,0
16985,No,Yes,5,1372,HSR, Casual Dining,900,Dine-out,HSR,0,0,0,1,1,0,0,0,1,0
16987,Yes,Yes,4,558,HSR,Casual Dining,1000,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
16988,Yes,No,4,125,HSR,Casual Dining,600,Dine-out,HSR,0,1,0,1,0,0,0,0,1,1
16989,No,Yes,4,1554,HSR,Casual Dining,750,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
16990,No,Yes,5,512,HSR,Casual Dining,1200,Dine-out,HSR,0,0,0,0,1,0,0,0,0,0
16990,No,Yes,5,512,HSR, Bar,1200,Dine-out,HSR,0,0,0,0,1,0,0,0,0,0
16991,No,No,4,917,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
16992,No,No,4,1829,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
16995,Yes,No,4,400,HSR,Casual Dining,850,Dine-out,HSR,0,0,0,1,0,0,0,0,0,0
16996,Yes,No,5,372,HSR,Casual Dining,700,Dine-out,HSR,0,0,0,0,0,0,0,1,0,1
16997,Yes,Yes,5,733,HSR,Cafe,1200,Dine-out,HSR,1,0,1,0,1,0,0,1,0,0
16999,Yes,No,4,437,HSR,Casual Dining,600,Dine-out,HSR,0,0,0,1,0,0,0,0,1,0
17000,Yes,No,5,141,HSR,Cafe,800,Dine-out,HSR,0,0,1,0,1,0,0,0,0,0
17001,Yes,No,4,829,HSR,Casual Dining,850,Dine-out,HSR,0,0,0,0,0,0,0,0,0,0
17002,Yes,No,4,148,HSR,Sweet Shop,200,Dine-out,HSR,0,0,0,0,0,0,0,0,0,0
17003,No,Yes,4,320,HSR,Casual Dining,800,Dine-out,HSR,0,1,0,0,0,0,0,0,1,1
17005,No,No,4,648,HSR,Casual Dining,750,Dine-out,HSR,0,0,0,0,1,0,1,0,0,0
17006,Yes,Yes,4,403,HSR,Casual Dining,800,Dine-out,HSR,0,1,0,0,0,0,0,0,1,1
17007,Yes,Yes,5,720,HSR,Cafe,950,Dine-out,HSR,1,0,1,0,1,0,0,1,0,0
17008,Yes,No,5,93,HSR,Casual Dining,700,Dine-out,HSR,0,0,0,0,0,0,0,1,0,0
17009,Yes,Yes,5,1060,HSR,Casual Dining,1200,Dine-out,HSR,0,0,0,0,1,0,0,1,0,0
17009,Yes,Yes,5,1060,HSR, Bar,1200,Dine-out,HSR,0,0,0,0,1,0,0,1,0,0
17010,Yes,Yes,4,1166,HSR,Casual Dining,600,Dine-out,HSR,0,0,0,1,0,0,0,0,1,1
17011,Yes,Yes,5,1338,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
17013,Yes,Yes,4,161,HSR,Casual Dining,900,Dine-out,HSR,0,0,0,0,1,0,0,0,1,0
17013,Yes,Yes,4,161,HSR, Lounge,900,Dine-out,HSR,0,0,0,0,1,0,0,0,1,0
17014,Yes,Yes,4,535,HSR,Casual Dining,600,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
17015,Yes,No,4,128,HSR,Cafe,650,Dine-out,HSR,0,0,1,0,0,0,0,1,0,0
17016,Yes,Yes,4,602,HSR,Casual Dining,1000,Dine-out,HSR,0,0,0,1,0,0,0,0,1,0
17017,Yes,Yes,4,880,HSR,Casual Dining,1000,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
17018,Yes,No,4,151,HSR,Sweet Shop,400,Dine-out,HSR,0,0,0,0,0,0,0,0,0,0
17018,Yes,No,4,151,HSR, Quick Bites,400,Dine-out,HSR,0,0,0,0,0,0,0,0,0,0
17019,Yes,No,4,368,HSR,Casual Dining,550,Dine-out,HSR,0,1,0,1,0,0,0,0,1,0
17020,Yes,No,5,439,HSR,Cafe,750,Dine-out,HSR,0,0,1,0,1,0,0,0,0,0
17021,Yes,No,5,78,HSR,Casual Dining,400,Dine-out,HSR,0,1,0,0,0,0,1,0,0,0
17022,Yes,No,4,603,HSR,Casual Dining,800,Dine-out,HSR,1,0,0,0,0,0,0,0,0,0
17023,No,No,4,338,HSR,Casual Dining,500,Dine-out,HSR,0,0,0,1,0,0,0,0,1,0
17024,Yes,No,4,987,HSR,Casual Dining,500,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
17025,Yes,Yes,4,112,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,1,0,0,0,0,1,0
17027,Yes,No,4,492,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,1,0,0,0,0,0,0
17028,Yes,No,5,564,HSR,Cafe,600,Dine-out,HSR,1,0,1,0,1,0,1,0,0,0
17029,Yes,No,4,988,HSR,Casual Dining,800,Dine-out,HSR,0,1,0,1,0,0,0,0,1,0
17031,Yes,No,4,1245,HSR,Casual Dining,1400,Dine-out,HSR,0,0,0,0,1,0,0,0,1,0
17031,Yes,No,4,1245,HSR, Bar,1400,Dine-out,HSR,0,0,0,0,1,0,0,0,1,0
17032,Yes,Yes,4,499,HSR,Cafe,700,Dine-out,HSR,1,0,1,0,1,1,0,0,0,0
17032,Yes,Yes,4,499,HSR, Casual Dining,700,Dine-out,HSR,1,0,1,0,1,1,0,0,0,0
17033,Yes,No,4,115,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,0,0,0,1,0,1,0
17034,Yes,No,4,117,HSR,Casual Dining,900,Dine-out,HSR,0,1,0,0,0,0,0,0,0,0
17035,Yes,Yes,4,803,HSR,Cafe,700,Dine-out,HSR,0,0,1,0,1,0,0,1,0,0
17036,Yes,No,4,3833,HSR,Casual Dining,750,Dine-out,HSR,0,0,0,1,0,0,0,0,1,1
17037,Yes,No,3,361,HSR,Casual Dining,450,Dine-out,HSR,0,0,0,1,0,0,0,0,1,0
17038,Yes,No,4,44,HSR,Cafe,300,Dine-out,HSR,0,0,1,0,0,1,1,0,0,0
17040,Yes,No,4,484,HSR,Cafe,700,Dine-out,HSR,0,0,1,1,0,0,0,1,0,0
17040,Yes,No,4,484,HSR, Casual Dining,700,Dine-out,HSR,0,0,1,1,0,0,0,1,0,0
17041,Yes,No,5,131,HSR,Casual Dining,650,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
17043,No,No,4,157,HSR,Lounge,1300,Dine-out,HSR,0,0,0,0,1,0,0,1,0,0
17043,No,No,4,157,HSR, Bar,1300,Dine-out,HSR,0,0,0,0,1,0,0,1,0,0
17044,Yes,No,4,292,HSR,Casual Dining,600,Dine-out,HSR,0,0,0,0,0,0,0,0,0,0
17045,No,No,4,289,HSR,Casual Dining,500,Dine-out,HSR,0,1,0,0,0,0,0,0,0,0
17047,Yes,Yes,4,224,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,1,0,0,0,0,1,0
17049,Yes,No,4,86,HSR,Casual Dining,500,Dine-out,HSR,0,0,0,1,0,0,0,0,0,0
17050,Yes,No,4,185,HSR,Casual Dining,600,Dine-out,HSR,0,1,0,1,0,0,0,0,1,0
17051,Yes,Yes,4,59,HSR,Casual Dining,700,Dine-out,HSR,0,0,0,1,1,0,0,0,1,1
17052,Yes,No,3,484,HSR,Casual Dining,400,Dine-out,HSR,0,0,0,1,0,0,1,0,1,1
17053,Yes,Yes,4,202,HSR,Cafe,500,Dine-out,HSR,0,0,1,0,0,0,1,0,1,0
17054,Yes,No,4,777,HSR,Casual Dining,500,Dine-out,HSR,0,0,0,1,0,0,0,0,0,0
17057,Yes,No,4,121,HSR,Casual Dining,550,Dine-out,HSR,0,0,0,1,0,0,0,0,1,1
17058,Yes,No,4,668,HSR,Casual Dining,800,Dine-out,HSR,0,1,0,1,0,0,0,0,1,0
17060,Yes,No,4,716,HSR,Casual Dining,1000,Dine-out,HSR,0,0,0,1,1,0,0,1,0,0
17063,No,No,3,49,HSR,Cafe,450,Dine-out,HSR,0,0,1,0,0,0,1,0,0,0
17064,No,No,4,371,HSR,Casual Dining,400,Dine-out,HSR,0,0,0,0,0,0,0,0,1,1
17065,No,No,4,532,HSR,Casual Dining,250,Dine-out,HSR,0,0,0,1,0,0,0,0,1,1
17066,No,No,3,304,HSR,Casual Dining,650,Dine-out,HSR,0,0,0,0,0,0,0,0,0,1
17067,Yes,No,4,266,HSR,Casual Dining,550,Dine-out,HSR,0,0,0,0,0,0,0,0,0,1
17070,Yes,No,4,166,HSR,Casual Dining,700,Dine-out,HSR,0,0,0,1,0,0,0,0,1,0
17071,Yes,No,4,212,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,1,0,0,0,0,1,0
17072,Yes,No,4,450,HSR,Casual Dining,550,Dine-out,HSR,0,1,0,1,0,0,0,0,1,0
17073,No,No,4,95,HSR,Casual Dining,800,Dine-out,HSR,0,0,0,0,0,0,0,0,1,0
17074,Yes,No,4,68,HSR,Casual Dining,400,Dine-out,HSR,1,0,0,0,0,1,1,0,0,1
17076,Yes,No,3,188,HSR,Casual Dining,400,Dine-out,HSR,0,0,0,1,0,0,0,0,1,0
17079,Yes,No,4,141,HSR,Casual Dining,500,Dine-out,HSR,0,1,0,1,0,0,0,0,0,1
17081,Yes,No,3,261,HSR,Casual Dining,700,Dine-out,HSR,0,0,0,1,0,0,0,0,1,0
17082,Yes,No,4,102,HSR,Cafe,650,Dine-out,HSR,0,1,1,1,1,0,0,1,0,0
17083,Yes,Yes,4,390,HSR,Cafe,1300,Dine-out,HSR,0,0,1,0,1,0,0,1,0,0
17083,Yes,Yes,4,390,HSR, Casual Dining,1300,Dine-out,HSR,0,0,1,0,1,0,0,1,0,0
17086,Yes,No,4,258,HSR,Casual Dining,550,Dine-out,HSR,0,1,0,1,0,0,0,0,0,1
17087,No,No,3,113,HSR,Cafe,550,Dine-out,HSR,0,0,1,0,0,0,0,0,0,0
