,online_order,book_table,rate,votes,location,rest_type,cost_two,type,city,Beverages,Biryani,Cafe,Chinese,Continental,Desserts,Fast Food,Italian,North Indian,South Indian
22824,Yes,No,4,101,Bannerghatta Road,Casual Dining,500,Delivery,JP Nagar,0,0,0,0,0,0,0,0,0,0
22832,No,No,5,425,Bannerghatta Road,Dessert Parlor,200,Delivery,JP Nagar,1,0,0,0,0,0,0,0,0,0
22833,No,Yes,4,570,Jayanagar,Casual Dining,800,Delivery,JP Nagar,0,0,0,1,1,0,0,1,1,0
22834,Yes,No,4,136,BTM,Casual Dining,500,Delivery,JP Nagar,0,0,0,1,0,0,0,0,1,0
22835,No,No,5,127,Jayanagar,Delivery,400,Delivery,JP Nagar,0,0,0,0,0,1,0,0,0,0
22837,No,No,5,163,Jayanagar,Quick Bites,200,Delivery,JP Nagar,0,0,0,0,0,0,1,0,0,0
22845,No,No,4,29,BTM,Casual Dining,500,Delivery,JP Nagar,0,0,0,1,0,0,0,0,1,0
22847,No,No,3,107,Bannerghatta Road,Casual Dining,450,Delivery,JP Nagar,0,0,0,1,0,0,0,0,1,0
22848,No,No,4,147,Jayanagar,Dessert Parlor,400,Delivery,JP Nagar,0,0,0,0,0,1,0,0,0,0
22853,No,No,4,144,Kumaraswamy Layout,Cafe,550,Delivery,JP Nagar,0,0,1,1,0,0,0,0,0,0
22880,No,No,4,118,BTM,Dessert Parlor,300,Delivery,JP Nagar,0,0,0,0,0,1,0,0,0,0
22885,No,No,3,90,Bannerghatta Road,Casual Dining,750,Delivery,JP Nagar,0,0,0,1,0,0,0,0,1,0
22928,No,No,4,93,Jayanagar,Casual Dining,900,Delivery,JP Nagar,0,0,0,1,0,0,0,0,1,0
22934,No,No,3,291,Bannerghatta Road,Casual Dining,250,Delivery,JP Nagar,0,0,0,1,0,0,0,0,1,1
22940,No,No,4,194,JP Nagar,Casual Dining,400,Delivery,JP Nagar,0,0,0,1,0,0,0,0,1,1
22963,Yes,No,4,109,Jayanagar,Casual Dining,500,Delivery,JP Nagar,0,0,0,1,0,0,0,0,1,0
22965,Yes,No,4,187,JP Nagar,Cafe,500,Delivery,JP Nagar,0,0,1,0,1,0,0,1,0,0
22983,Yes,Yes,5,2496,Bannerghatta Road,Pub,900,Delivery,JP Nagar,0,0,0,0,0,0,0,1,1,0
22986,Yes,Yes,5,459,JP Nagar,Casual Dining,700,Desserts,JP Nagar,0,0,0,0,1,0,0,1,0,0
22987,Yes,No,5,53,JP Nagar,Cafe,600,Desserts,JP Nagar,0,0,1,0,0,0,0,0,0,0
22989,Yes,No,5,232,JP Nagar,Bakery,500,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
22990,Yes,No,5,134,JP Nagar,Delivery,300,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
22991,Yes,No,4,183,JP Nagar,Sweet Shop,400,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
22992,Yes,No,5,170,JP Nagar,Cafe,600,Desserts,JP Nagar,1,0,1,0,0,1,0,0,0,0
22994,Yes,No,5,240,JP Nagar,Dessert Parlor,500,Desserts,JP Nagar,1,0,0,0,0,0,1,0,0,0
22995,Yes,No,5,213,JP Nagar,Dessert Parlor,400,Desserts,JP Nagar,1,0,0,0,0,1,0,0,0,0
22996,Yes,No,4,240,JP Nagar,Dessert Parlor,500,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
22997,Yes,No,4,181,JP Nagar,Dessert Parlor,400,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
22998,No,No,5,522,JP Nagar,Cafe,550,Desserts,JP Nagar,0,0,1,0,1,0,0,1,0,0
22999,No,No,3,56,JP Nagar,Sweet Shop,200,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
22999,No,No,3,56,JP Nagar, Quick Bites,200,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
23000,No,No,4,73,JP Nagar,Bakery,200,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23002,No,No,5,251,JP Nagar,Dessert Parlor,200,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23003,No,No,4,86,JP Nagar,Dessert Parlor,250,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
23005,Yes,Yes,5,239,JP Nagar,Casual Dining,600,Desserts,JP Nagar,0,0,1,0,1,0,0,1,0,0
23005,Yes,Yes,5,239,JP Nagar, Cafe,600,Desserts,JP Nagar,0,0,1,0,1,0,0,1,0,0
23007,No,No,4,321,JP Nagar,Dessert Parlor,500,Desserts,JP Nagar,1,0,0,0,0,1,0,0,0,0
23013,Yes,No,4,51,JP Nagar,Delivery,500,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23014,Yes,No,4,89,JP Nagar,Dessert Parlor,400,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23016,No,No,4,63,JP Nagar,Bakery,600,Desserts,JP Nagar,0,0,0,0,0,0,1,1,0,0
23016,No,No,4,63,JP Nagar, Quick Bites,600,Desserts,JP Nagar,0,0,0,0,0,0,1,1,0,0
23017,Yes,No,4,42,JP Nagar,Dessert Parlor,250,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
23022,No,No,3,231,JP Nagar,Dessert Parlor,800,Desserts,JP Nagar,0,0,0,0,0,1,0,1,0,0
23024,Yes,No,4,45,JP Nagar,Beverage Shop,400,Desserts,JP Nagar,1,0,0,0,0,1,0,0,0,0
23024,Yes,No,4,45,JP Nagar, Dessert Parlor,400,Desserts,JP Nagar,1,0,0,0,0,1,0,0,0,0
23025,Yes,No,4,47,JP Nagar,Sweet Shop,100,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
23036,Yes,No,5,91,JP Nagar,Bakery,500,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23051,Yes,No,4,34,JP Nagar,Dessert Parlor,300,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23054,Yes,No,4,153,JP Nagar,Food Court,400,Desserts,JP Nagar,0,0,1,0,0,1,0,0,0,0
23057,No,No,5,425,Bannerghatta Road,Dessert Parlor,200,Desserts,JP Nagar,1,0,0,0,0,0,0,0,0,0
23058,Yes,No,4,41,Bannerghatta Road,Food Court,400,Desserts,JP Nagar,1,0,1,0,0,1,1,0,0,0
23059,Yes,No,4,101,Bannerghatta Road,Dessert Parlor,400,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23085,No,No,5,208,Jayanagar,Dessert Parlor,400,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23086,Yes,No,4,74,Jayanagar,Casual Dining,800,Desserts,JP Nagar,0,0,0,1,1,0,0,1,0,0
23087,Yes,No,5,825,Jayanagar,Dessert Parlor,400,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23088,Yes,No,5,249,BTM,Dessert Parlor,500,Desserts,JP Nagar,1,0,0,0,0,0,0,0,0,0
23088,Yes,No,5,249,BTM, Beverage Shop,500,Desserts,JP Nagar,1,0,0,0,0,0,0,0,0,0
23089,Yes,No,5,359,Jayanagar,Dessert Parlor,400,Desserts,JP Nagar,1,0,0,0,0,1,0,0,0,0
23090,Yes,Yes,4,362,Jayanagar,Casual Dining,600,Desserts,JP Nagar,0,1,0,1,0,0,0,0,1,0
23091,Yes,No,5,193,Jayanagar,Dessert Parlor,300,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23092,No,No,5,127,Jayanagar,Delivery,400,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23093,No,No,5,108,Jayanagar,Cafe,700,Desserts,JP Nagar,0,0,1,0,0,1,0,0,0,0
23094,No,No,4,160,BTM,Quick Bites,150,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
23094,No,No,4,160,BTM, Sweet Shop,150,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
23095,Yes,No,4,71,BTM,Dessert Parlor,300,Desserts,JP Nagar,1,0,0,0,0,1,0,0,0,0
23097,Yes,No,4,204,BTM,Cafe,500,Desserts,JP Nagar,0,0,1,0,0,0,0,0,0,0
23097,Yes,No,4,204,BTM, Bakery,500,Desserts,JP Nagar,0,0,1,0,0,0,0,0,0,0
23099,Yes,No,5,450,Jayanagar,Cafe,400,Desserts,JP Nagar,1,0,1,0,0,0,1,0,0,0
23103,Yes,No,4,129,Jayanagar,Dessert Parlor,300,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23106,No,No,5,201,Jayanagar,Quick Bites,250,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
23108,No,No,4,41,BTM,Bakery,200,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
23108,No,No,4,41,BTM, Quick Bites,200,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
23112,No,No,4,147,Jayanagar,Dessert Parlor,400,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23114,Yes,No,4,221,BTM,Sweet Shop,400,Desserts,JP Nagar,0,0,0,1,0,0,0,0,1,0
23114,Yes,No,4,221,BTM, Quick Bites,400,Desserts,JP Nagar,0,0,0,1,0,0,0,0,1,0
23128,No,No,4,118,BTM,Dessert Parlor,300,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23140,Yes,No,4,130,BTM,Dessert Parlor,230,Desserts,JP Nagar,0,0,0,0,0,0,0,0,0,0
23141,Yes,No,5,205,Jayanagar,Dessert Parlor,300,Desserts,JP Nagar,0,0,0,0,0,1,0,0,0,0
23142,Yes,Yes,5,590,JP Nagar,Casual Dining,1200,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23142,Yes,Yes,5,590,JP Nagar, Bar,1200,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23143,No,No,5,680,JP Nagar,Microbrewery,1500,Dine-out,JP Nagar,0,0,0,0,1,0,0,0,0,0
23146,No,No,5,2800,JP Nagar,Casual Dining,1200,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23146,No,No,5,2800,JP Nagar, Bar,1200,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23147,No,Yes,5,3855,JP Nagar,Casual Dining,1600,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23148,No,No,5,357,JP Nagar,Casual Dining,1200,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,1
23149,Yes,Yes,5,4321,JP Nagar,Microbrewery,1600,Dine-out,JP Nagar,0,0,0,0,1,0,0,0,0,0
23150,No,Yes,5,2461,JP Nagar,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,1
23151,No,Yes,5,1209,JP Nagar,Bar,1500,Dine-out,JP Nagar,0,0,0,0,1,0,0,0,0,0
23151,No,Yes,5,1209,JP Nagar, Casual Dining,1500,Dine-out,JP Nagar,0,0,0,0,1,0,0,0,0,0
23152,No,Yes,5,324,JP Nagar,Casual Dining,1300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23153,No,Yes,5,1216,JP Nagar,Casual Dining,1200,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23154,Yes,Yes,5,2206,JP Nagar,Pub,1200,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23154,Yes,Yes,5,2206,JP Nagar, Casual Dining,1200,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23155,No,Yes,5,1239,JP Nagar,Casual Dining,800,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23156,No,Yes,4,1779,JP Nagar,Bar,1300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23158,Yes,No,5,2420,JP Nagar,Casual Dining,800,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23159,Yes,Yes,5,1547,JP Nagar,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,1,0,1,0,0,1,0
23160,Yes,No,5,138,JP Nagar,Casual Dining,800,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23161,No,Yes,4,720,JP Nagar,Pub,1500,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23161,No,Yes,4,720,JP Nagar, Casual Dining,1500,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23162,Yes,No,4,1986,JP Nagar,Casual Dining,800,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,1,0
23163,Yes,No,5,956,JP Nagar,Casual Dining,600,Dine-out,JP Nagar,1,0,0,0,0,0,0,0,1,1
23165,Yes,No,5,380,JP Nagar,Casual Dining,750,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,0,0
23166,No,Yes,5,1195,JP Nagar,Casual Dining,1200,Dine-out,JP Nagar,0,0,0,0,1,0,0,1,0,0
23166,No,Yes,5,1195,JP Nagar, Pub,1200,Dine-out,JP Nagar,0,0,0,0,1,0,0,1,0,0
23167,Yes,Yes,5,459,JP Nagar,Casual Dining,700,Dine-out,JP Nagar,0,0,0,0,1,0,0,1,0,0
23168,No,Yes,5,1079,JP Nagar,Casual Dining,800,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23168,No,Yes,5,1079,JP Nagar, Bar,800,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23169,Yes,Yes,5,1033,JP Nagar,Casual Dining,1100,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23169,Yes,Yes,5,1033,JP Nagar, Bar,1100,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23170,Yes,Yes,4,887,JP Nagar,Casual Dining,900,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23171,No,Yes,5,1445,JP Nagar,Cafe,800,Dine-out,JP Nagar,0,0,1,1,1,0,0,1,0,0
23173,Yes,No,4,181,JP Nagar,Casual Dining,550,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23174,Yes,Yes,4,1016,JP Nagar,Pub,1300,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,0,0
23174,Yes,Yes,4,1016,JP Nagar, Bar,1300,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,0,0
23176,Yes,Yes,5,1405,JP Nagar,Casual Dining,1100,Dine-out,JP Nagar,0,0,0,0,1,0,0,0,1,0
23176,Yes,Yes,5,1405,JP Nagar, Pub,1100,Dine-out,JP Nagar,0,0,0,0,1,0,0,0,1,0
23177,No,No,4,764,JP Nagar,Cafe,600,Dine-out,JP Nagar,0,0,1,0,0,0,0,1,0,0
23177,No,No,4,764,JP Nagar, Bakery,600,Dine-out,JP Nagar,0,0,1,0,0,0,0,1,0,0
23178,Yes,No,5,232,JP Nagar,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,0,1,0,0,0,1,0
23180,Yes,Yes,5,1432,JP Nagar,Casual Dining,800,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23181,Yes,Yes,5,1322,JP Nagar,Casual Dining,1200,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23182,Yes,Yes,4,790,JP Nagar,Casual Dining,1300,Dine-out,JP Nagar,1,0,0,0,1,0,0,1,0,0
23183,Yes,Yes,5,847,JP Nagar,Casual Dining,1100,Dine-out,JP Nagar,0,0,0,0,1,0,0,1,0,0
23183,Yes,Yes,5,847,JP Nagar, Bar,1100,Dine-out,JP Nagar,0,0,0,0,1,0,0,1,0,0
23184,No,No,4,919,JP Nagar,Casual Dining,600,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23185,Yes,No,4,510,JP Nagar,Cafe,1000,Dine-out,JP Nagar,1,0,1,1,0,0,0,1,0,0
23185,Yes,No,4,510,JP Nagar, Quick Bites,1000,Dine-out,JP Nagar,1,0,1,1,0,0,0,1,0,0
23186,Yes,Yes,4,763,JP Nagar,Casual Dining,600,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23187,Yes,No,4,34,JP Nagar,Casual Dining,750,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23188,Yes,Yes,4,347,JP Nagar,Casual Dining,1000,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23189,Yes,No,4,914,JP Nagar,Bar,1000,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23190,Yes,Yes,4,561,JP Nagar,Casual Dining,800,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23191,Yes,Yes,5,294,JP Nagar,Casual Dining,500,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23192,Yes,No,4,349,JP Nagar,Casual Dining,600,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23193,Yes,No,4,1310,JP Nagar,Casual Dining,750,Dine-out,JP Nagar,0,0,0,0,1,0,0,0,0,0
23194,Yes,No,5,589,JP Nagar,Casual Dining,700,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23195,No,Yes,5,468,JP Nagar,Casual Dining,700,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23196,Yes,No,4,118,JP Nagar,Casual Dining,600,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23197,No,No,4,130,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23198,Yes,No,4,200,JP Nagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23199,No,No,5,386,JP Nagar,Cafe,700,Dine-out,JP Nagar,0,0,1,0,0,1,0,0,0,0
23200,Yes,No,5,181,JP Nagar,Casual Dining,700,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23201,Yes,No,4,218,JP Nagar,Casual Dining,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23202,No,No,4,117,JP Nagar,Quick Bites,350,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23203,No,No,4,59,JP Nagar,Casual Dining,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23204,No,No,4,536,JP Nagar,Casual Dining,950,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23205,No,No,4,234,JP Nagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23206,Yes,No,4,180,JP Nagar,Casual Dining,450,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23208,Yes,No,4,85,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23209,Yes,Yes,4,728,JP Nagar,Cafe,800,Dine-out,JP Nagar,0,0,1,0,1,0,0,0,1,0
23210,No,No,4,97,JP Nagar,Casual Dining,650,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23211,No,No,4,246,JP Nagar,Casual Dining,450,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23213,Yes,No,4,125,JP Nagar,Beverage Shop,400,Dine-out,JP Nagar,1,0,0,0,0,0,1,0,0,0
23213,Yes,No,4,125,JP Nagar, Quick Bites,400,Dine-out,JP Nagar,1,0,0,0,0,0,1,0,0,0
23214,Yes,No,4,666,JP Nagar,Casual Dining,650,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23216,No,No,4,203,JP Nagar,Casual Dining,900,Dine-out,JP Nagar,0,0,0,0,1,0,0,1,1,0
23217,No,No,5,522,JP Nagar,Cafe,550,Dine-out,JP Nagar,0,0,1,0,1,0,0,1,0,0
23218,No,No,3,51,JP Nagar,Casual Dining,600,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23221,No,No,4,99,JP Nagar,Casual Dining,850,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23224,Yes,Yes,5,4410,JP Nagar,Casual Dining,600,Dine-out,JP Nagar,0,0,1,0,0,0,0,1,0,0
23224,Yes,Yes,5,4410,JP Nagar, Cafe,600,Dine-out,JP Nagar,0,0,1,0,0,0,0,1,0,0
23225,No,No,4,194,JP Nagar,Casual Dining,500,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,1,1
23226,Yes,No,4,519,JP Nagar,Casual Dining,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23227,No,No,4,179,JP Nagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23228,No,Yes,4,165,JP Nagar,Casual Dining,1000,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,1
23229,Yes,No,4,132,JP Nagar,Cafe,400,Dine-out,JP Nagar,1,0,1,0,0,1,0,0,1,0
23230,Yes,Yes,5,239,JP Nagar,Casual Dining,600,Dine-out,JP Nagar,0,0,1,0,1,0,0,1,0,0
23230,Yes,Yes,5,239,JP Nagar, Cafe,600,Dine-out,JP Nagar,0,0,1,0,1,0,0,1,0,0
23231,No,No,4,97,JP Nagar,Casual Dining,1100,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23231,No,No,4,97,JP Nagar, Bar,1100,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23232,Yes,No,3,208,JP Nagar,Casual Dining,650,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23233,No,No,4,82,JP Nagar,Lounge,1000,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23233,No,No,4,82,JP Nagar, Bar,1000,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23236,Yes,No,4,410,JP Nagar,Casual Dining,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23237,Yes,No,4,46,JP Nagar,Cafe,450,Dine-out,JP Nagar,0,0,1,0,0,1,0,1,0,0
23241,No,No,4,177,JP Nagar,Casual Dining,950,Dine-out,JP Nagar,0,0,0,1,1,0,0,0,1,0
23246,Yes,No,4,146,JP Nagar,Casual Dining,600,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23248,No,No,4,134,JP Nagar,Casual Dining,650,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23250,No,No,4,88,JP Nagar,Casual Dining,500,Dine-out,JP Nagar,0,0,0,1,0,0,1,0,1,0
23252,Yes,No,4,320,JP Nagar,Casual Dining,700,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,1,0
23256,No,No,4,48,JP Nagar,Cafe,550,Dine-out,JP Nagar,0,0,1,0,0,0,1,0,0,0
23260,Yes,No,5,2402,JP Nagar,Casual Dining,750,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23261,No,No,3,176,JP Nagar,Casual Dining,450,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23264,No,No,4,194,JP Nagar,Casual Dining,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23266,Yes,No,3,64,JP Nagar,Casual Dining,750,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,1
23267,No,No,4,65,JP Nagar,Casual Dining,750,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,1,1
23268,No,No,3,39,JP Nagar,Casual Dining,500,Dine-out,JP Nagar,0,1,0,1,0,0,0,0,1,0
23273,No,No,3,55,JP Nagar,Casual Dining,800,Dine-out,JP Nagar,0,1,0,0,0,0,0,0,1,0
23280,Yes,No,3,57,JP Nagar,Casual Dining,650,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23282,No,No,4,48,JP Nagar,Casual Dining,800,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,1,0
23295,Yes,No,4,43,JP Nagar,Casual Dining,600,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23297,Yes,No,4,127,JP Nagar,Cafe,700,Dine-out,JP Nagar,0,0,1,0,0,1,0,1,0,0
23299,Yes,No,4,185,JP Nagar,Casual Dining,750,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23301,No,No,3,54,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23302,Yes,No,3,85,JP Nagar,Cafe,500,Dine-out,JP Nagar,1,0,1,0,0,0,1,0,0,0
23303,Yes,No,4,187,JP Nagar,Cafe,500,Dine-out,JP Nagar,0,0,1,0,1,0,0,1,0,0
23304,Yes,No,4,260,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23306,No,No,5,873,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23307,No,No,5,98,JP Nagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23308,Yes,Yes,4,205,JP Nagar,Quick Bites,700,Dine-out,JP Nagar,0,0,0,0,0,0,0,1,0,0
23309,Yes,No,4,49,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23310,No,No,4,440,JP Nagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23311,Yes,No,5,539,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,0,0
23312,Yes,No,4,37,JP Nagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,0,1,0,0,1,0,0
23317,Yes,No,5,140,JP Nagar,Quick Bites,100,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23318,Yes,No,4,217,JP Nagar,Quick Bites,450,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23319,Yes,No,4,313,JP Nagar,Quick Bites,500,Dine-out,JP Nagar,0,1,0,0,0,0,1,0,1,0
23320,Yes,No,4,184,JP Nagar,Quick Bites,500,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23322,Yes,No,4,319,JP Nagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23328,Yes,No,5,206,JP Nagar,Quick Bites,400,Dine-out,JP Nagar,0,0,1,0,0,0,1,0,0,0
23328,Yes,No,5,206,JP Nagar, Cafe,400,Dine-out,JP Nagar,0,0,1,0,0,0,1,0,0,0
23332,Yes,No,4,43,JP Nagar,Quick Bites,500,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23334,Yes,No,4,113,JP Nagar,Quick Bites,200,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23335,Yes,No,4,81,JP Nagar,Quick Bites,500,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23338,Yes,No,4,46,JP Nagar,Quick Bites,450,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,0
23343,No,No,4,40,JP Nagar,Quick Bites,100,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23344,Yes,No,4,132,JP Nagar,Quick Bites,250,Dine-out,JP Nagar,1,0,0,0,0,0,0,0,1,0
23347,Yes,No,3,354,JP Nagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,0
23348,Yes,No,4,171,JP Nagar,Quick Bites,250,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,1,0
23354,Yes,No,4,171,JP Nagar,Quick Bites,200,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,1,1
23356,Yes,No,3,321,JP Nagar,Quick Bites,400,Dine-out,JP Nagar,0,0,0,1,0,0,1,0,1,0
23357,Yes,No,4,273,JP Nagar,Quick Bites,600,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,0,0
23362,Yes,No,4,92,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,0,0,0,1,0,1,1
23363,No,No,5,378,JP Nagar,Quick Bites,300,Dine-out,JP Nagar,0,0,0,1,0,0,0,0,1,1
23366,No,No,4,115,JP Nagar,Quick Bites,200,Dine-out,JP Nagar,0,0,0,0,0,0,0,0,0,1
23368,Yes,No,4,386,JP Nagar,Quick Bites,600,Dine-out,JP Nagar,0,0,0,0,0,0,0,1,0,0
